title,author_name,author_gender,pub_year,min_age,target_audience,character_gender,genre,character_type,source
The Wedding,Eve Bunting,female,2005,5,preschool,female,fiction,non-human,Charlesbridge
The Wednesday Wars,Gary Schmidt,male,2007,10,middle elementary,male,fiction,human,ALSC
The Wee Free Men,Terry Pratchett,male,2003,12,late elementary,female,fiction,human,ALSC
"The Whale, the Sea, and the Stars",Adrian Macho,female,2018,4,preschool,female,fiction,non-human,CBSD
The White Snake,Ben Nadler,male,2019,8,early elementary,male,fiction,human,CBSD
The Whiz Mob and the Grenadine Kid,Colin Meloy,male,2017,11,late elementary,male,fiction,human,ALSC
The Wide-Mouthed Frog,Keith Faulkner,male,1996,2,infant/toddler,male,fiction,non-human,Childhood101
The Wild Boy,Mordicai Gerstein,male,1998,5,preschool,male,non-fiction,human,ALSC
The Wild Robot,Peter Brown,male,2016,8,early elementary,female,fiction,non-human,ALSC
The William Hoy Story: How a Deaf Baseball Player Changed the Game,Nancy Churnin,female,2016,4,preschool,male,non-fiction,human,Bookvine
The Wind Singer,William Nicholson,male,2000,10,middle elementary,female,fiction,human,ALSC
The Witch of Blackbird Pond,Elizabeth George Speare,female,1978,12,late elementary,female,fiction,human,Paperback Swap
The Witch Who Wanted to Be a Princess,Lois Grambling,female,2002,5,preschool,female,fiction,human,Charlesbridge
The Witch's Boy,Kelly Barnhill,female,2014,9,middle elementary,male,fiction,human,ALSC
The Witches,Roald Dahl,male,1983,8,early elementary,male,fiction,human,Goodreads
The Wolf Who Solved the Mystery of the Missing Mask,Orianne Lallemand,female,2019,5,preschool,male,fiction,non-human,CBSD
The Wolf Who Visited Fairy Tales,Orianne Lallemand,female,2014,3,preschool,male,fiction,non-human,CBSD
The Wolf Who Wanted to Be a Superhero,Orianne Lallemand,female,2016,3,preschool,male,fiction,non-human,CBSD
The Wolf Who Wanted to Be an Artist,Orianne Lallemand,female,2013,3,preschool,male,fiction,non-human,CBSD
The Wolf Who Wanted to Fall in Love,Orianne Lallemand,female,2017,3,preschool,male,fiction,non-human,CBSD
The Wolf's Boy,Susan Williams Beckhorn,female,2016,9,middle elementary,male,fiction,human,ALSC
The Wonderful Fluffy Little Squishy,Beatrice Alemagna,female,2014,4,preschool,female,fiction,human,ALSC
The Wonky Donkey,Craig Smith,male,2009,3,preschool,male,fiction,non-human,Bilingual Kids Spot
The Word Collector,Peter Reynolds,male,2018,4,preschool,male,fiction,human,Smithsonian
The World at Her Fingertips: The Story of Helen Keller,Joan Dash,female,2001,8,early elementary,female,non-fiction,human,ALSC
The World is Not a Rectangle: A Portrait of Architect Zaha Hadid,Jeanette Winter,female,2017,5,preschool,female,non-fiction,human,What Do We Do All Day
The Worst Princess,Anna Kemp,female,2012,3,preschool,female,fiction,human,Childhood101
The Year of Billy Miller,Kevin Henkes,male,2013,8,early elementary,male,fiction,human,ALSC
The Year of the Dog,Grace Lin,female,2005,8,early elementary,female,fiction,human,ALSC
The Year of the Rat,Oliver Chin,male,2008,3,preschool,male,fiction,non-human,CBSD
The Year We Fell from Space,Amy Sarig King,female,2019,8,early elementary,female,fiction,human,ALSC
The Young Healer,Frank McMillan,male,2012,9,middle elementary,female,fiction,human,Charlesbridge
"The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",Cynthia Levinson,female,2017,3,preschool,female,non-fiction,human,ALSC
Thelma the Unicorn,Aaron Blabey,male,2017,3,preschool,female,fiction,non-human,Childhood101
Thelonius Monster's Sky-High Fly Pie,Judy Sierra,female,2006,4,preschool,male,fiction,non-human,ALSC
Theodore Roosevelt: Champion of the American Spirit,Betsy Kraft,female,2003,10,middle elementary,male,non-fiction,human,ALSC
There Are No Bears in This Bakery,Julia Sarcone-Roach,female,2019,4,preschool,male,fiction,non-human,Brightly
There Was An Old Astronaut Who Swallowed the Moon!,Lucille Colandro,female,2019,4,preschool,female,fiction,human,Barnes & Noble
There Was an Old Lady Who Swallowed a Fly,Pam Adams,female,1997,5,preschool,female,fiction,human,Huffington Post
There Was an Old Pirate Who Swallowed a Fish,Jennifer Ward,female,2012,4,preschool,male,fiction,human,Childhood101
There's a Bear on My Chair,Ross Collins,male,2015,2,infant/toddler,male,fiction,non-human,Bookvine
There's a Dinosaur on the 13th Floor,Wade Bradford,male,2018,4,preschool,male,fiction,human,Bookvine
There's a Sea in My Bedroom,Margaret Wild,female,1984,5,preschool,male,fiction,human,Childhood101
There's A Spider in My Soup!,Megan Brewis,female,2019,2,infant/toddler,female,fiction,non-human,Oxford
There's a Wocket in My Pocket,Dr. Seuss,male,1974,2,infant/toddler,male,fiction,human,Thriftbooks
There's No Place Like Space: All About Our Solar System,Tish Rabe,female,1999,4,preschool,male,fiction,non-human,Born Cute
There's Room for Everyone,Anahita Teymorian,female,2018,4,preschool,male,fiction,human,CBSD
There�s a Hummingbird in My Backyard,Gary Bogue,male,2010,4,preschool,female,fiction,human,Smithsonian
These Hands,Margaret Mason,female,2010,4,preschool,male,fiction,human,ALSC
They Call Me Guero: A Border Kid's Poems,David Bowles,male,2018,11,late elementary,male,fiction,human,ALSC
They Called Us Enemy,"George Takei, Justin Eisinger, and Steven Scott",male,2019,12,late elementary,male,non-fiction,human,ALSC
They Say Blue,Jillian Tamaki,female,2018,5,preschool,female,fiction,human,My Domaine
Things That Make White People Uncomfortable,Michael Bennett and Dave Zirin,male,2018,12,late elementary,male,non-fiction,human,CBSD
Thinker: My Puppy Poet and Me,Eloise Greenfield,female,2018,4,preschool,male,fiction,non-human,ALSC
Thirty Minutes over Oregon: A Japanese Pilot's World War II Story,Marc Tyler Nobleman,male,2018,8,early elementary,male,non-fiction,human,ALSC
This Book Just Ate My Dog!,Richard Byrne,male,2014,3,preschool,female,fiction,human,Childhood101
This Book Just Stole My Cat!,Richard Byrne,male,2018,2,infant/toddler,male,fiction,human,Oxford
This Is a Poem That Heals Fish,Jean-Pierre Simeon,male,2007,4,preschool,male,fiction,human,CBSD
This is NOT a Dragon Party,Mike Flaherty,male,2018,3,preschool,female,fiction,human,Sterling Publishing
This is Not My Hat,Jon Klassen,male,2012,4,preschool,male,fiction,non-human,ALSC
This Land Was Made for You and Me: The Life and Songs of Woody Guthrie,Elizabeth Partridge,female,2002,12,late elementary,male,non-fiction,human,ALSC
This Moose Belongs to Me,Oliver Jeffers,male,2012,3,preschool,male,fiction,human,ALSC
This One Summer,Mariko Tamaki,female,2014,12,late elementary,female,fiction,human,ALSC
This Promise of Change: One Girl's Story in the Fight for School Equality,Jo Ann Allen Boyce and Debbie Levy,female,2019,10,middle elementary,female,non-fiction,human,ALSC
"Thomas and Friends: Go, Train, Go!",Rev Awdry,male,2006,2,infant/toddler,male,fiction,non-human,WCBC
Thomas Edison: Young Inventor,Sue Guthridge,female,1983,8,early elementary,male,non-fiction,human,Goodreads
Thomas' Snowsuit,Robert Munsch,male,1985,4,preschool,male,fiction,human,Childhood101
Thorfinn and the Dreadful Dragon,David MacPhail,male,2019,6,early elementary,male,fiction,human,CBSD
Those Shoes,Maribeth Boelt,female,2007,5,preschool,male,fiction,human,My Domaine
Those Who Dwell Below,Aviaq Johnston,female,2019,12,late elementary,male,fiction,human,CBSD
Those Who Run in the Sky,Aviaq Johnston,female,2017,12,late elementary,male,fiction,human,CBSD
Three Bird Summer,Sara St. Antoine,female,2014,10,middle elementary,male,fiction,human,ALSC
Three Cheers for Catherine the Great!,Cari Best,female,1999,4,preschool,female,fiction,human,ALSC
Three Times Lucky,Sheila Tumage,female,2012,10,middle elementary,female,fiction,human,ALSC
Three Wishes,Charles Perrault,male,1979,4,preschool,male,fiction,human,Paperback Swap
Through My Eyes,Ruby Bridges,female,1999,8,early elementary,female,non-fiction,human,ALSC
Thukpa for All,Praba Ram and Sheela Preuitt,female,2019,4,preschool,male,fiction,human,CBSD
Thunder Boy Jr.,Sherman Alexie,male,2016,5,preschool,male,fiction,human,ALSC
Thunder-Boomer!,Shutta Crum,female,2009,4,preschool,female,fiction,human,ALSC
Tia Isa Wants a Car,Meg Medina,female,2011,3,preschool,female,fiction,human,ALSC
Tibet: Through the Red Box,Peter S�s,male,1998,8,early elementary,male,non-fiction,human,ALSC
"Tiddalick, the Greedy Frog",Nicholas Wu,male,2013,7,early elementary,male,fiction,non-human,ALSC
Tidy,Emily Gravett,female,2016,4,preschool,male,fiction,non-human,Childhood101
Tiger Boy,Mitali Perkins,female,2015,7,early elementary,male,fiction,human,Charlesbridge
Tiger on a Tree,Anushka Ravishankar,female,1997,3,preschool,male,fiction,non-human,ALSC
Tiger vs. Nightmare,Emily Tetri,female,2018,8,early elementary,female,fiction,non-human,ALSC
"Tiger, Tiger, Burning Bright",Ron Koertge,male,1994,12,late elementary,male,fiction,human,Charlesbridge
Tight,Torrey Maldonado,male,2018,11,late elementary,male,fiction,human,ALSC
Tikki Tikki Tembo,Arlene Mosel,female,1968,4,preschool,male,fiction,human,TIME
Time for a Trip,Phillis Gershator,female,2018,3,preschool,male,fiction,non-human,Sterling Publishing
Time to Get Dressed!,Elivia Savadier,female,2006,1,infant/toddler,male,fiction,human,Early Childhood Education Degrees
Timeless Thomas: How Thomas Edison Changed Our Lives,Gene Barretta,male,2012,6,early elementary,male,non-fiction,human,Goodreads
Tiny Stitches: The Life of Medical Pioneer Vivien Thomas,Gwendolyn Hooks,female,2016,7,early elementary,male,non-fiction,human,Common Sense Media
Tita y Ben: Tres Cuentos,Lori Ries,female,2010,4,preschool,male,fiction,human,Charlesbridge
Titch�,Pat Hutchins,female,1971,3,preschool,male,fiction,human,Bookvine
Tito Puente: Mambo King,Monica Brown,female,2013,4,preschool,male,non-fiction,human,ALSC
To Dance: A Ballerina's Graphic Novel,Siena Cherson Siegel,female,2006,8,early elementary,female,non-fiction,human,ALSC
To Kill a Mockingbird,Harper Lee,female,1960,13,teen,female,fiction,human,Good Housekeeping
"To Market, To Market",Anne Miranda,female,1997,4,preschool,female,fiction,human,ALSC
To Stay Alive: Mary Ann Graves and the Tragic Journey of the Donner Party,Skila Brown,female,2016,10,middle elementary,female,non-fiction,human,ALSC
To The Stars!: The First American Woman to Walk in Space,Carmella Van Vleet and Dr. Kathy Sullivan,female,2016,5,preschool,female,non-fiction,human,Charlesbridge
Toads and Tessellations,Sharon Morrisette,female,2012,7,early elementary,male,fiction,human,Charlesbridge
Today I'll be a Princess,Paula Croyle,female,2012,3,preschool,female,fiction,human,WCBC
Today You Can't Play,Pilar Serrano,female,2019,4,preschool,female,fiction,human,CBSD
Tofu Quilt,Ching Yeung Russell,female,2009,8,early elementary,female,non-fiction,human,ALSC
Togo,Robert Blake,male,2002,4,preschool,male,non-fiction,non-human,ALSC
Tom Gates,Liz Pichon,female,2011,8,early elementary,male,fiction,human,Childhood101
Too Many Frogs!,Sandy Asher,male,2005,3,preschool,male,fiction,non-human,Childhood101
Too Many Pears!,Jackie French,female,2003,4,preschool,female,fiction,non-human,Childhood101
Too Many Tamales,Gary Soto,male,1992,4,preschool,female,fiction,human,Childhood101
Too Tired,Ann Turnbull,female,1993,3,preschool,male,fiction,human,ALSC
Too Young For Yiddish,Richard Michelson,male,2002,6,early elementary,male,fiction,human,Charlesbridge
Tooth Monsters,Jessica Martinello,female,2018,3,preschool,female,fiction,human,Sterling Publishing
Tootle,Gertrude Crampton,female,1997,2,infant/toddler,male,fiction,non-human,Paperback Swap
Tops and Bottoms,Janet Stevens,female,1995,4,preschool,male,fiction,non-human,ALSC
Totally Joe,James Howe,male,2005,10,middle elementary,male,fiction,human,ALSC
Touching Spirit Bear,Ben Mikaelsen,male,2001,10,middle elementary,male,fiction,human,Best Products
Tough Boris,Mem Fox,female,1994,4,preschool,male,fiction,human,Childhood101
Toulouse-Lautrec: The Moulin Rouge and the City of Light,Robert Burleigh,male,2005,5,preschool,male,non-fiction,human,ALSC
Toussiant L'Ouverture: The Fight for Haiti's Freedom,Walter Dean Myers,male,1996,8,early elementary,male,non-fiction,human,ALSC
Town is by the Sea,Joanne Schwartz,female,2017,3,preschool,male,fiction,human,ALSC
"Tracking Trash: Flotsam, Jetsam, and the Science of Ocean Motion",Loree Griffin Burns,female,2007,10,middle elementary,male,non-fiction,human,Ozobot
Traction Man is Here!,Mini Grey,female,2005,4,preschool,male,fiction,human,ALSC
Train to Somewhere,Eve Bunting,female,1996,5,preschool,female,fiction,human,ALSC
Trampoline Boy,Nan Forler and Marion Arbona,female,2018,3,preschool,male,fiction,human,My Domaine
Trapped! A Whale's Rescue,Robert Burleigh,male,2015,4,preschool,female,fiction,non-human,Charlesbridge
Traveling Man: The Journey of Ibn Battuta,James Rumford,male,2001,4,preschool,male,non-fiction,human,ALSC
Travels with Louis,Mick Carlon,male,2012,8,early elementary,male,fiction,human,CBSD
Triangle,Mac Barnett,male,2017,3,preschool,male,fiction,non-human,ALSC
Tricky Vic: The Impossibly True Story of the Man Who Sold the Eiffel Tower,Greg Pizzoli,male,2015,7,early elementary,male,non-fiction,human,ALSC
Trinity of Bones,Caitlin Seal,female,2019,12,late elementary,female,fiction,human,Charlesbridge
Trio: The Tale of a Three-legged Cat,Andrea Wisnewski,female,2018,5,preschool,male,fiction,non-human,Bookvine
Tripods: The White Mountains,John Christopher,male,1967,11,late elementary,male,fiction,human,It's Always Autumn
Tristan Strong Punches a Hole in the Sky,Kwame Mbalia,male,2019,8,early elementary,male,fiction,human,ALSC
Trixie Faces Her Fear,Marisa Vestita,female,2018,4,preschool,female,fiction,non-human,Sterling Publishing
Trombone Shorty,Troy Andrews,male,2015,4,preschool,male,non-fiction,human,ALSC
Trout Summer,Jane Leslie Conly,female,1995,9,middle elementary,female,fiction,human,ALSC
"Trucks, Trucks, Trucks",Peter Sis,male,1999,4,preschool,male,fiction,human,ALSC
Trudy's Big Swim: How Gertrude Ederle Swam the English Channel and Took the World by Storm,Sue Macy,female,2017,8,early elementary,female,non-fiction,human,ALSC
True Believer,Virginia Euwer Wolff,female,2001,12,late elementary,female,fiction,human,ALSC
Tsunami!,Kimiko Kajikawa,female,2009,3,preschool,male,fiction,human,Charlesbridge
Tuck Everlasting,Natalie Babbit,female,2007,10,middle elementary,female,fiction,human,Good Housekeeping
Tuesdays at the Castle,Jessica Day George,female,2011,8,early elementary,female,fiction,human,Childhood101
Tumford the Terrible,Nancy Tillman,female,2011,4,preschool,male,fiction,non-human,Scottsdale Library
Tunjur! Tunjur! Tunjur! A Palestinian Folktale,Margaret Read MacDonald,female,2006,4,preschool,female,fiction,non-human,ALSC
Turning 15 on the Road to Freedom: My Story of the 1965 Selma Voting Rights March,Lynda Blackmon Lowery,female,2015,12,late elementary,female,non-fiction,human,ALSC
Turtle in Paradise,Jennifer Holm,female,2010,8,early elementary,female,fiction,human,ALSC
Twice Dead,Caitlin Seal,female,2018,12,late elementary,female,fiction,human,Charlesbridge
"Twinkle, Twinkle, Little Star",Iza Trapani,female,1994,4,preschool,female,fiction,human,Charlesbridge
Tyrannosaurus Drip,Julia Donaldson,female,2007,4,preschool,male,fiction,non-human,Childhood101
Ugly Duckling,Hans Christian Andersen,male,1999,4,preschool,male,fiction,non-human,ALSC
Uh-Oh!,Shutta Crum,female,2015,2,infant/toddler,female,fiction,human,Childhood101
Un poco perdido,Chris Haughton,male,2010,2,infant/toddler,male,fiction,non-human,CBSD
Una Huna?: What is This?,Susan Agiukark,female,2017,5,preschool,female,fiction,human,CBSD
Uncle Albert and the Quantum Quest,Russell Stannard,male,1994,7,early elementary,female,fiction,human,Five Books
Uncle Peter's Amazing Chinese Wedding,Lenore Look,female,2006,4,preschool,female,fiction,human,ALSC
Uncle Rain Cloud,Tony Johnston,female,2001,4,preschool,male,fiction,human,Charlesbridge
